Precio,Comuna,Dormitorios,Banos,Area Construida,Area Total,Estacionamientos
90042700,Lampa,3,1.0,50.0,185.0,1.0
387931000,Huechuraba,4,4.0,140.0,400.0,2.0
391490000,SanMiguel,4,2.0,135.0,440.0,3.0
480465000,Colina,3,3.0,140.0,554.0,2.0
65000000,SanBernardo,5,2.0,80.0,105.0,1.0
310000000,LaFlorida,3,2.0,220.0,220.0,1.0
373339100,Pudahuel,3,4.0,129.0,300.0,2.0
153000000,Independencia,3,2.0,140.0,113.0,1.0
249130000,Nunoa,3,2.0,70.0,110.0,1.0
282940500,Pudahuel,5,1.0,236.0,500.0,5.0
154816500,Maipu,3,3.0,110.0,136.0,3.0
957371000,LasCondes,6,5.0,385.0,565.0,4.0
162000000,SanBernardo,3,2.0,98.0,178.0,1.0
222437500,PuenteAlto,3,3.0,100.0,182.0,2.0
370136000,Peñalolén,4,3.0,188.0,286.0,2.0
519614000,Colina,3,3.0,150.0,530.0,2.0
350000000,SanMiguel,3,1.0,120.0,390.0,2.0
110000000,Melipilla,5,2.0,129.0,129.0,1.0
284720000,LaFlorida,4,3.0,210.0,358.0,4.0
925340000,Colina,3,4.0,400.0,3850.0,5.0
172000000,LaFlorida,4,2.0,100.0,194.0,1.0
480465000,Colina,4,4.0,173.0,400.0,2.0
170000000,SanJoaquín,4,2.0,83.0,250.0,4.0
202863000,LaFlorida,5,1.0,180.0,239.0,1.0
519614000,Colina,4,3.0,465.0,154.0,2.0
199000000,LaFlorida,3,3.0,65.0,170.0,1.0
180000000,SanBernardo,3,3.0,97.0,180.0,2.0
104385470,Maipu,3,1.0,55.0,115.0,1.0
601471000,LaReina,5,5.0,165.0,309.0,2.0
818570000,Providencia,7,4.0,320.0,418.0,4.0
1138880000,Colina,4,4.0,350.0,5000.0,3.0
462314100,LaReina,4,4.0,189.0,400.0,2.0
96093000,LaFlorida,5,1.0,102.0,121.0,2.0
128000000,Maipu,3,3.0,95.0,120.0,2.0
216000000,Estacion Central,3,2.0,86.0,510.0,7.0
160155000,Lampa,4,3.0,123.0,243.0,2.0
226708300,LaFlorida,4,3.0,120.0,171.0,3.0
198000000,LaFlorida,3,3.0,125.0,180.0,2.0
266925000,Huechuraba,4,4.0,157.0,235.0,2.0
131327100,Maipu,3,2.0,82.0,106.0,3.0
404302400,Nunoa,2,4.0,136.0,338.0,1.0
1708320000,LoBarnechea,7,4.0,680.0,1250.0,14.0
971607000,LasCondes,5,4.0,267.0,690.0,3.0
98500000,LaFlorida,3,1.0,55.0,135.0,1.0
505378000,LaReina,4,2.0,200.0,580.0,4.0
138445100,Maipu,3,3.0,70.0,121.0,2.0
75000000,PuenteAlto,2,1.0,60.0,74.0,2.0
498260000,Nunoa,5,4.0,250.0,504.0,5.0
88000000,Maipu,3,1.0,62.0,103.0,2.0
622825000,LoBarnechea,3,3.0,450.0,680.0,3.0
218878500,Maipu,4,2.0,142.0,180.0,1.0
124209100,SanBernardo,4,1.0,90.0,200.0,2.0
690446000,Colina,6,5.0,470.0,4065.0,2.0
1014315000,LoBarnechea,4,7.0,500.0,1000.0,4.0
708241000,Colina,5,5.0,404.0,5595.0,22.0
569440000,Colina,4,4.0,300.0,716.0,2.0
444875000,LaReina,5,2.0,146.0,232.0,2.0
707850363,LasCondes,4,3.0,1250.0,385.0,4.0
140580500,PuenteAlto,3,3.0,80.0,173.0,1.0
508937000,LasCondes,4,4.0,120.0,240.0,2.0
135242000,Maipu,4,2.0,94.0,131.0,2.0
462314100,LaReina,4,3.0,190.0,400.0,2.0
444875000,Colina,3,3.0,139.0,380.0,2.0
567660500,Colina,3,3.0,178.0,656.0,2.0
134990000,PuenteAlto,4,2.0,200.0,200.0,1.0
125000000,Peñalolén,3,1.0,80.0,90.0,1.0
120000000,CerroNavia,5,2.0,210.0,160.0,1.0
298956000,LaFlorida,4,2.0,146.0,450.0,3.0
327428000,Colina,2,1.0,210.0,5000.0,10.0
526732000,Colina,4,3.0,200.0,5035.0,6.0
836365000,Colina,5,5.0,392.0,997.0,4.0
163714000,PuenteAlto,3,3.0,75.0,150.0,2.0
87000000,PuenteAlto,3,1.0,83.0,92.0,1.0
694005000,Colina,5,5.0,360.0,890.0,2.0
173000000,Macul,2,1.0,90.0,295.0,2.0
95000000,LaFlorida,2,1.0,70.0,100.0,1.0
250000000,LaFlorida,8,4.0,189.0,281.0,2.0
319954100,Colina,4,4.0,150.0,305.0,2.0
832806000,LasCondes,5,3.0,234.0,476.0,5.0
516055000,LaReina,4,3.0,190.0,415.0,2.0
135000000,LaFlorida,3,2.0,80.0,157.0,2.0
706461500,Vitacura,5,4.0,180.0,346.0,3.0
155000000,LoPrado,5,1.0,88.0,227.0,4.0
686887000,Santiago,15,4.0,604.0,691.0,6.0
145000000,PuenteAlto,3,2.0,98.0,177.0,1.0
93000000,Maipu,2,1.0,96.0,111.0,1.0
441316000,Nunoa,4,2.0,150.0,200.0,4.0
199500000,PuenteAlto,4,3.0,140.0,230.0,3.0
68000000,San Ramon,1,1.0,30.0,162.0,1.0
81857000,PuenteAlto,2,1.0,41.0,95.0,1.0
165422320,PuenteAlto,3,3.0,83.0,120.0,1.0
405726000,Colina,3,3.0,127.0,350.0,2.0
280000000,Macul,6,3.0,250.0,340.0,4.0
391490000,Providencia,4,2.0,163.0,140.0,1.0
1245294100,LoBarnechea,5,5.0,463.0,851.0,4.0
170832000,LaFlorida,4,2.0,96.0,187.0,1.0
300000000,LoBarnechea,5,2.0,117.0,187.0,2.0
182000000,Buin,3,3.0,86.0,265.0,3.0
1066632300,LoBarnechea,6,4.0,395.0,1525.0,6.0
505378000,Colina,4,4.0,276.0,570.0,2.0
416403000,LaReina,5,4.0,285.0,285.0,1.0
185000000,Maipu,4,2.0,170.0,205.0,3.0
395049000,Providencia,5,3.0,200.0,250.0,1.0
119226500,LaFlorida,3,2.0,116.0,131.0,3.0
1170911000,LoBarnechea,6,5.0,300.0,700.0,4.0
312658150,LaFlorida,3,2.0,107.0,260.0,3.0
125000000,Maipu,3,1.0,67.0,135.0,1.0
400000000,Maipu,3,2.0,190.0,750.0,5.0
497904100,Colina,5,5.0,172.0,400.0,3.0
1174470000,LasCondes,4,4.0,285.0,1092.0,8.0
210000000,LaFlorida,4,2.0,93.0,130.0,3.0
1024992000,LoBarnechea,4,3.0,363.0,1200.0,4.0
633502000,Colina,5,4.0,200.0,980.0,2.0
80000000,SanBernardo,2,1.0,55.0,81.0,2.0
110000000,Maipu,2,2.0,70.0,120.0,2.0
782980000,Colina,4,4.0,350.0,3151.0,4.0
110000000,LaCisterna,2,1.0,85.0,145.0,1.0
1014315000,LoBarnechea,4,7.0,500.0,1000.0,4.0
398252100,Peñalolén,4,3.0,140.0,410.0,4.0
75000000,SanBernardo,3,1.0,52.0,52.0,1.0
139900000,Maipu,3,1.0,70.0,200.0,1.0
141292300,Renca,3,2.0,70.0,93.0,2.0
165000000,Conchali,3,2.0,171.0,204.0,1.0
175000000,Peñalolén,5,2.0,165.0,135.0,1.0
590794000,LaFlorida,6,7.0,560.0,3290.0,8.0
373695000,Huechuraba,4,4.0,150.0,250.0,2.0
348782000,Peñalolén,4,2.0,128.0,252.0,3.0
533494100,LaReina,5,4.0,180.0,300.0,2.0
180000000,Renca,6,3.0,160.0,220.0,3.0
82000000,PuenteAlto,3,1.0,47.0,126.0,3.0
533494100,LasCondes,4,2.0,160.0,200.0,1.0
72000000,ElMonte,2,1.0,81.0,110.0,1.0
782980000,LasCondes,5,4.0,226.0,459.0,2.0
796860100,LasCondes,3,3.0,169.0,714.0,1.0
455552000,Peñalolén,4,4.0,156.0,300.0,4.0
153037000,Maipu,4,3.0,107.0,159.0,2.0
140000000,PuenteAlto,3,2.0,65.0,200.0,5.0
1032110000,LaReina,5,4.0,320.0,1320.0,6.0
185000000,SanBernardo,4,2.0,170.0,341.0,3.0
148000000,LaCisterna,2,1.0,89.0,275.0,3.0
85000000,SanBernardo,3,2.0,89.0,81.0,2.0
110000000,PuenteAlto,3,2.0,59.0,80.0,2.0
100000000,SanBernardo,4,2.0,139.0,145.0,1.0
480109100,Colina,5,3.0,200.0,400.0,3.0
120000000,Quilicura,3,2.0,65.0,85.0,1.0
533494100,LasCondes,4,2.0,150.0,200.0,1.0
170000000,Maipu,5,2.0,60.0,150.0,3.0
302515000,Huechuraba,4,3.0,165.0,262.0,2.0
635281500,LoBarnechea,4,4.0,240.0,501.0,3.0
200000000,SanJosédeMaipo,2,2.0,110.0,2232.0,6.0
532070500,Nunoa,10,3.0,265.0,713.0,4.0
92534000,Estacion Central,4,1.0,110.0,131.0,1.0
95000000,Maipu,3,1.0,80.0,128.0,1.0
320310000,LaFlorida,4,2.0,120.0,288.0,1.0
1779500000,LasCondes,6,8.0,650.0,3460.0,5.0
140000000,CerroNavia,5,4.0,150.0,203.0,1.0
78000000,PuenteAlto,2,1.0,75.0,85.0,1.0
130000000,ElBosque,4,3.0,100.0,130.0,1.0
77000000,PuenteAlto,3,1.0,65.0,105.0,1.0
348782000,Colina,3,3.0,150.0,350.0,2.0
105000000,Maipu,2,2.0,56.0,128.0,1.0
112000000,Maipu,3,1.0,77.0,156.0,1.0
78298000,Quilicura,3,1.0,70.0,89.0,1.0
55000000,PuenteAlto,4,1.0,55.0,63.0,1.0
219000000,Estacion Central,3,3.0,86.0,510.0,6.0
280000000,LaReina,3,2.0,100.0,100.0,2.0
437757000,LasCondes,4,3.0,147.0,276.0,2.0
1423600000,Vitacura,4,5.0,320.0,2500.0,7.0
79000000,PuenteAlto,3,1.0,63.0,67.0,1.0
599691500,LasCondes,4,3.0,170.0,207.0,2.0
120000000,PuenteAlto,3,3.0,80.0,120.0,2.0
520000000,Maipu,5,5.0,343.0,344.0,2.0
273687100,LaReina,3,2.0,90.0,160.0,3.0
544171100,Colina,5,3.0,196.0,532.0,2.0
164425800,Nunoa,1,1.0,38.0,49.0,1.0
70000000,LaPintana,2,1.0,93.0,120.0,1.0
150000000,Nunoa,3,1.0,120.0,250.0,4.0
91500000,PuenteAlto,3,1.0,80.0,130.0,1.0
345223000,LaFlorida,4,3.0,156.0,319.0,3.0
605030000,LaFlorida,4,3.0,160.0,1000.0,11.0
978725000,Colina,6,6.0,470.0,3800.0,4.0
128990000,Maipu,3,2.0,61.0,176.0,3.0
615707000,Vitacura,5,3.0,168.0,368.0,3.0
1245650000,LoBarnechea,5,5.0,330.0,760.0,3.0
95000000,PuenteAlto,3,1.0,80.0,130.0,3.0
213540000,Maipu,3,2.0,106.0,156.0,2.0
160155000,Quilicura,4,2.0,120.0,165.0,2.0
85416000,ElMonte,3,2.0,55.0,55.0,1.0
185068000,PadreHurtado,3,3.0,110.0,200.0,2.0
110000000,Maipu,3,1.0,46.0,146.0,5.0
65000000,Peñalolén,3,1.0,60.0,60.0,1.0
480465000,LasCondes,5,3.0,200.0,300.0,2.0
338105000,Colina,3,3.0,140.0,600.0,6.0
494701000,Peñalolén,5,5.0,190.0,430.0,2.0
644179000,LoBarnechea,4,4.0,180.0,530.0,3.0
47000000,PuenteAlto,4,1.0,80.0,95.0,3.0
258739300,Maipu,3,3.0,137.0,200.0,2.0
248418200,Huechuraba,3,2.0,107.0,227.0,3.0
1200000000,LasCondes,3,2.0,160.0,940.0,5.0
423521000,Vitacura,3,2.0,80.0,190.0,2.0
836365000,LasCondes,5,4.0,216.0,429.0,3.0
70000000,PuenteAlto,3,1.0,47.0,160.0,2.0
145000000,Penaflor,3,3.0,80.0,142.0,2.0
818570000,LasCondes,5,3.0,170.0,801.0,4.0
148944150,LaFlorida,4,4.0,160.0,160.0,1.0
155000000,PuenteAlto,5,3.0,200.0,266.0,3.0
225000000,PuenteAlto,4,1.0,113.0,613.0,3.0
550000000,Nunoa,12,4.0,450.0,490.0,3.0
249130000,Santiago,4,2.0,180.0,200.0,1.0
355900000,Peñalolén,5,4.0,180.0,430.0,3.0
224217000,PuenteAlto,5,3.0,150.0,240.0,1.0
65000000,PuenteAlto,3,1.0,65.0,77.0,2.0
170000000,PuenteAlto,4,2.0,134.0,205.0,4.0
177238200,LaFlorida,3,3.0,102.0,158.0,2.0
494701000,Colina,4,4.0,200.0,550.0,2.0
622825000,LasCondes,5,3.0,150.0,570.0,3.0
978013200,LasCondes,6,4.0,340.0,1615.0,4.0
387931000,Huechuraba,4,4.0,140.0,400.0,2.0
676210000,Vitacura,3,2.0,130.0,312.0,2.0
153000000,Maipu,3,3.0,80.0,125.0,3.0
533850000,LoBarnechea,5,3.0,140.0,330.0,3.0
729595000,Vitacura,4,3.0,144.0,530.0,3.0
145000000,Maipu,3,2.0,130.0,156.0,3.0
151613400,PuenteAlto,2,3.0,149.0,149.0,1.0
54000000,Paine,4,1.0,65.0,70.0,1.0
220658000,PadreHurtado,4,3.0,107.0,310.0,2.0
230000000,LaCisterna,4,3.0,280.0,330.0,4.0
886191000,LoBarnechea,5,4.0,363.0,1008.0,5.0
116000000,Maipu,4,2.0,100.0,125.0,2.0
87000000,PadreHurtado,3,2.0,77.0,77.0,1.0
65000000,SanBernardo,4,1.0,59.0,85.0,1.0
70000000,LaFlorida,1,1.0,47.0,120.0,1.0
105595530,Estacion Central,3,1.0,70.0,170.0,1.0
542747500,Colina,3,3.0,150.0,518.0,2.0
656635500,LasCondes,4,4.0,170.0,382.0,2.0
549990000,Nunoa,3,2.0,129.0,313.0,4.0
252689000,Nunoa,5,2.0,184.0,360.0,2.0
82462030,PuenteAlto,3,2.0,81.0,135.0,1.0
169052500,Penaflor,4,3.0,132.0,235.0,3.0
68000000,PuenteAlto,2,1.0,80.0,70.0,1.0
99580820,PuenteAlto,4,2.0,100.0,100.0,3.0
250000000,Pirque,3,2.0,108.0,3000.0,3.0
71393540,PuenteAlto,3,1.0,85.0,75.0,1.0
76000000,Lampa,3,1.0,58.0,103.0,1.0
658415000,Peñalolén,8,6.0,283.0,680.0,4.0
640620000,Peñalolén,5,5.0,200.0,625.0,3.0
658415000,Peñalolén,5,5.0,220.0,660.0,3.0
66500000,SanBernardo,4,2.0,75.0,80.0,1.0
150000000,Estacion Central,3,1.0,120.0,180.0,3.0
140000000,LaFlorida,4,2.0,100.0,240.0,1.0
89686800,PuenteAlto,4,1.0,100.0,130.0,3.0
85000000,SanBernardo,4,3.0,85.0,90.0,1.0
115000000,LaGranja,3,1.0,109.0,156.0,4.0
177594100,SanBernardo,3,2.0,120.0,203.0,2.0
67000000,CerroNavia,4,2.0,76.0,110.0,2.0
74500000,Pudahuel,3,2.0,50.0,79.0,1.0
295397000,Huechuraba,4,4.0,130.0,200.0,2.0
95000000,LaFlorida,3,1.0,67.0,126.0,1.0
78298000,Pudahuel,3,1.0,54.0,162.0,2.0
462314100,LaReina,5,2.0,195.0,400.0,5.0
459111000,Colina,5,3.0,240.0,5340.0,10.0
387931000,LaReina,6,3.0,170.0,425.0,7.0
94313500,LaFlorida,3,1.0,46.0,106.0,1.0
836365000,Colina,4,4.0,220.0,5000.0,1.0
255892100,LaReina,3,2.0,90.0,200.0,2.0
115667500,SanBernardo,4,2.0,168.0,143.0,1.0
81857000,Paine,4,1.0,78.0,106.0,2.0
480465000,LasCondes,3,2.0,91.0,217.0,2.0
85416000,Lampa,3,2.0,55.0,79.0,2.0
89000000,Lampa,3,2.0,53.0,87.0,1.0
140000000,PuenteAlto,4,2.0,85.0,128.0,3.0
569440000,Melipilla,5,4.0,310.0,1758.0,9.0
219946200,PadreHurtado,4,3.0,140.0,260.0,3.0
1028551000,LasCondes,8,7.0,300.0,954.0,3.0
355900000,Peñalolén,5,3.0,125.0,270.0,2.0
243969450,LasCondes,3,2.0,79.0,119.0,1.0
164710520,PuenteAlto,4,1.0,92.0,286.0,2.0
391490000,Peñalolén,4,3.0,142.0,277.0,2.0
129000000,PadreHurtado,2,3.0,69.0,157.0,2.0
387931000,Nunoa,3,3.0,170.0,280.0,2.0
68190440,Talagante,3,2.0,77.0,90.0,2.0
306074000,LaFlorida,5,3.0,148.0,241.0,3.0
78000000,Talagante,2,1.0,45.0,110.0,2.0
731979530,Colina,5,3.0,341.0,1099.0,2.0
89000000,Lampa,3,2.0,53.0,87.0,1.0
70000000,PuenteAlto,2,1.0,43.0,80.0,1.0
144530990,Quilicura,3,1.0,57.0,178.0,2.0
110000000,LaFlorida,4,1.0,88.0,128.0,3.0
135000000,PuenteAlto,2,1.0,90.0,190.0,2.0
266925000,PuenteAlto,3,3.0,192.0,220.0,2.0
65000000,SanBernardo,3,2.0,80.0,87.0,2.0
50000000,SanBernardo,3,1.0,48.0,68.0,3.0
320310000,LaFlorida,4,4.0,127.0,370.0,2.0
215000000,Maipu,4,3.0,171.0,207.0,3.0
380813000,LaFlorida,4,2.0,140.0,401.0,2.0
66909200,PuenteAlto,4,2.0,87.0,90.0,1.0
160000000,LaCisterna,5,3.0,168.0,230.0,2.0
672651000,Colina,5,5.0,245.0,700.0,2.0
67000000,LaPintana,4,1.0,94.0,128.0,1.0
235000000,PuenteAlto,4,3.0,114.0,500.0,2.0
227384510,PuenteAlto,3,2.0,94.0,283.0,2.0
669092000,Providencia,5,4.0,213.0,462.0,4.0
494701000,LasCondes,3,4.0,176.0,297.0,2.0
943135000,LoBarnechea,6,5.0,278.0,1009.0,2.0
1210060000,LoBarnechea,4,3.0,314.0,808.0,3.0
193000000,LaFlorida,3,1.0,83.0,168.0,1.0
1064141000,Vitacura,5,6.0,370.0,700.0,2.0
165000000,Lampa,3,2.0,80.0,222.0,2.0
461958200,LoBarnechea,4,3.0,160.0,335.0,2.0
145000000,Recoleta,3,1.0,90.0,200.0,2.0
519614000,LaReina,3,2.0,190.0,485.0,3.0
78511540,PuenteAlto,3,1.0,55.0,80.0,2.0
105097270,PuenteAlto,3,1.0,140.0,85.0,1.0
78938620,LaPintana,4,3.0,119.0,99.0,1.0
154531780,PuenteAlto,4,2.0,134.0,205.0,1.0
91573070,SanBernardo,3,1.0,66.0,78.0,1.0
359000000,Vitacura,4,2.0,150.0,240.0,2.0
177950000,Lampa,4,3.0,106.0,183.0,2.0
110862850,SanBernardo,3,2.0,50.0,122.0,2.0
177950000,Lampa,3,3.0,103.0,220.0,2.0
93500000,PuenteAlto,5,2.0,47.0,80.0,2.0
300735500,Peñalolén,5,4.0,180.0,219.0,2.0
86448110,Talagante,3,2.0,73.0,78.0,1.0
90000000,PuenteAlto,3,1.0,58.0,105.0,1.0
202507100,Quilicura,3,3.0,106.0,140.0,2.0
295397000,Pudahuel,3,3.0,100.0,210.0,2.0
94313500,Lampa,3,1.0,54.0,96.0,2.0
95737100,Penaflor,2,2.0,44.0,128.0,1.0
150000000,Pudahuel,4,3.0,110.0,110.0,1.0
66873610,Santiago,3,1.0,50.0,79.0,2.0
513919600,Penaflor,8,6.0,354.0,5300.0,3.0
125000000,ElBosque,3,1.0,62.0,160.0,2.0
569440000,Peñalolén,4,4.0,192.0,510.0,4.0
80789300,Buin,3,1.0,60.0,200.0,3.0
274043000,Huechuraba,3,1.0,129.0,263.0,2.0
250909500,Estacion Central,3,1.0,120.0,340.0,5.0
220000000,Recoleta,3,1.0,120.0,259.0,1.0
373695000,Colina,3,3.0,139.0,470.0,2.0
943135000,LoBarnechea,3,5.0,209.0,1232.0,6.0
120650100,Buin,3,2.0,62.0,189.0,3.0
953812000,Providencia,5,7.0,372.0,522.0,6.0
202863000,PuenteAlto,4,3.0,90.0,220.0,2.0
213184100,LaReina,4,3.0,180.0,180.0,1.0
206422000,ElBosque,4,2.0,126.0,306.0,1.0
568728200,Nunoa,4,3.0,198.0,427.0,3.0
150000000,Penaflor,3,3.0,90.0,140.0,1.0
85000000,Quilicura,3,3.0,70.0,84.0,1.0
523137410,LasCondes,4,2.0,136.0,308.0,4.0
78000000,Maipu,4,1.0,100.0,72.0,1.0
68000000,LaFlorida,2,1.0,72.0,60.0,1.0
174035100,PadreHurtado,3,3.0,90.0,180.0,3.0
189801470,Penaflor,4,3.0,139.0,231.0,3.0
128000000,SanJoaquín,4,1.0,81.0,180.0,2.0
601471000,Pirque,5,5.0,315.0,5037.0,10.0
526732000,Colina,3,3.0,160.0,650.0,6.0
218878500,Quilicura,3,3.0,117.0,192.0,3.0
118000000,Maipu,3,3.0,80.0,123.0,3.0
497548200,Colina,4,3.0,170.0,400.0,2.0
355900000,CaleradeTango,3,3.0,190.0,5000.0,13.0
250000000,ElBosque,3,4.0,257.0,280.0,4.0
192000000,LaFlorida,6,5.0,155.0,175.0,3.0
711800000,LasCondes,6,3.0,185.0,396.0,2.0
199304000,PuenteAlto,4,3.0,116.0,209.0,2.0
141541430,Renca,2,2.0,66.0,101.0,1.0
575490300,LasCondes,3,2.0,140.0,290.0,2.0
85000000,Maipu,4,1.0,75.0,160.0,1.0
85000000,LaPintana,3,1.0,100.0,120.0,1.0
85000000,LaFlorida,3,1.0,80.0,100.0,1.0
480465000,Peñalolén,4,4.0,200.0,570.0,2.0
69000000,PuenteAlto,3,1.0,60.0,92.0,1.0
280000000,Santiago,4,2.0,230.0,148.0,4.0
220000000,Peñalolén,3,3.0,88.0,240.0,3.0
193500000,Buin,3,3.0,140.0,200.0,3.0
252689000,Macul,9,5.0,152.0,300.0,5.0
110000000,Colina,3,2.0,110.0,110.0,1.0
604780870,Nunoa,4,3.0,280.0,790.0,1.0
240000000,SanMiguel,9,5.0,500.0,330.0,2.0
175000000,Maipu,3,3.0,140.0,220.0,3.0
156596000,Conchali,2,1.0,129.0,299.0,3.0
90000000,Peñalolén,3,1.0,84.0,66.0,1.0
113888000,Renca,3,2.0,67.0,140.0,2.0
957371000,LasCondes,7,5.0,280.0,662.0,2.0
177000000,Maipu,4,2.0,180.0,205.0,1.0
402167000,Colina,3,3.0,145.0,450.0,3.0
70000000,PuenteAlto,3,1.0,78.0,90.0,1.0
258027500,LaFlorida,3,3.0,117.0,285.0,5.0
480465000,LaReina,4,3.0,194.0,301.0,1.0
313192000,Colina,4,3.0,130.0,430.0,2.0
161578600,Renca,6,2.0,160.0,350.0,1.0
180000000,SanBernardo,3,2.0,70.0,280.0,1.0
215000000,Maipu,4,3.0,171.0,207.0,3.0
86732830,SanBernardo,5,1.0,83.0,108.0,1.0
298956000,LasCondes,3,3.0,118.0,118.0,1.0
640620000,LasCondes,4,4.0,210.0,500.0,6.0
95000000,LaFlorida,4,2.0,110.0,120.0,3.0
996520000,LoBarnechea,6,6.0,200.0,700.0,2.0
57000000,SanBernardo,4,1.0,82.0,72.0,1.0
210000000,LaFlorida,4,2.0,140.0,205.0,1.0
65000000,LoEspejo,2,2.0,54.0,54.0,1.0
996520000,LoBarnechea,5,5.0,345.0,1050.0,3.0
391454410,Colina,3,3.0,158.0,360.0,3.0
115667500,PuenteAlto,3,2.0,60.0,125.0,2.0
494701000,Colina,5,4.0,168.0,619.0,4.0
450569400,LaFlorida,5,3.0,250.0,615.0,3.0
259000000,LaFlorida,3,3.0,108.0,174.0,2.0
482244500,Providencia,4,3.0,140.0,160.0,2.0
280000000,Nunoa,4,2.0,165.0,165.0,1.0
120000000,Maipu,3,2.0,206.0,206.0,1.0
164710520,Cerrillos,2,1.0,51.0,672.0,6.0
953812000,Colina,4,4.0,413.0,5000.0,12.0
605030000,LasCondes,4,3.0,220.0,388.0,3.0
231335000,Quilicura,5,3.0,145.0,200.0,3.0
81145200,Quilicura,3,1.0,51.0,57.0,1.0
85416000,PuenteAlto,3,1.0,75.0,125.0,1.0
836365000,LasCondes,5,4.0,336.0,732.0,4.0
238453000,Pudahuel,3,3.0,110.0,190.0,1.0
359990000,LasCondes,3,1.0,64.0,310.0,2.0
498260000,Pirque,4,5.0,250.0,5900.0,9.0
90000000,PuenteAlto,2,1.0,90.0,90.0,2.0
526732000,LaReina,4,4.0,159.0,300.0,2.0
277602000,LaReina,3,1.0,81.0,192.0,2.0
80000000,ElBosque,4,1.0,70.0,70.0,1.0
115000000,SanBernardo,4,2.0,84.0,208.0,2.0
68000000,PuenteAlto,2,1.0,52.0,100.0,2.0
298956000,Macul,3,3.0,240.0,240.0,4.0
459111000,Colina,4,3.0,425.0,160.0,2.0
1174470000,Vitacura,4,3.0,231.0,800.0,2.0
348782000,LaFlorida,4,3.0,140.0,385.0,2.0
457331500,Paine,4,3.0,260.0,8600.0,3.0
170000000,LoPrado,3,2.0,98.0,170.0,3.0
1024992000,LoBarnechea,4,3.0,363.0,1216.0,5.0
117447000,Recoleta,4,2.0,103.0,128.0,2.0
85771900,Quilicura,4,1.0,82.0,83.0,2.0
640620000,Peñalolén,3,3.0,217.0,920.0,3.0
345223000,Paine,3,4.0,191.0,2660.0,10.0
569440000,Penaflor,4,4.0,350.0,5000.0,1.0
288279000,PuenteAlto,5,4.0,160.0,350.0,2.0
222437500,SanMiguel,3,1.0,113.0,387.0,6.0
711088200,LasCondes,4,4.0,207.0,295.0,1.0
324580800,LaFlorida,5,4.0,140.0,315.0,2.0
123000000,Recoleta,4,2.0,115.0,182.0,1.0
370000000,Recoleta,6,2.0,205.0,602.0,2.0
1103290000,LasCondes,5,6.0,380.0,930.0,3.0
78000000,PuenteAlto,3,1.0,65.0,83.0,1.0
85000000,Pudahuel,4,2.0,90.0,120.0,2.0
137021500,Lampa,3,3.0,95.0,174.0,2.0
130000000,Cerrillos,3,2.0,83.0,128.0,2.0
290000000,Estacion Central,6,3.0,185.0,310.0,2.0
597912000,CaleradeTango,4,5.0,355.0,5000.0,3.0
130000000,Estacion Central,2,1.0,180.0,180.0,2.0
130793250,Pudahuel,3,2.0,95.0,153.0,1.0
145919000,LoPrado,4,1.0,120.0,300.0,2.0
672651000,Peñalolén,12,8.0,561.0,1860.0,1.0
142360000,Lampa,3,3.0,84.0,133.0,2.0
145385150,Lampa,3,3.0,101.0,135.0,1.0
130793250,Estacion Central,2,1.0,72.0,77.0,1.0
289000000,Macul,4,2.0,85.0,264.0,1.0
729595000,LasCondes,4,3.0,180.0,470.0,2.0
181473410,Renca,5,2.0,116.0,115.0,1.0
818570000,LoBarnechea,5,3.0,225.0,619.0,2.0
147662910,Lampa,4,3.0,106.0,150.0,2.0
1708320000,Vitacura,5,5.0,628.0,1003.0,5.0
137000000,QuintaNormal,4,2.0,80.0,100.0,3.0
102321250,LaFlorida,4,2.0,95.0,131.0,3.0
729595000,LaReina,5,3.0,210.0,750.0,2.0
135000000,LoPrado,4,1.0,82.0,208.0,1.0
110000000,PadreHurtado,3,1.0,50.0,130.0,2.0
198948100,Quilicura,4,3.0,108.0,231.0,1.0
180000000,Peñalolén,8,5.0,120.0,210.0,1.0
1014315000,LasCondes,6,5.0,317.0,630.0,4.0
359459000,Recoleta,5,3.0,228.0,558.0,5.0
215000000,LaGranja,8,4.0,350.0,575.0,2.0
774082500,LasCondes,6,5.0,210.0,452.0,2.0
150000000,Maipu,6,4.0,180.0,180.0,1.0
119226500,PadreHurtado,3,2.0,87.0,110.0,1.0
80000000,PuenteAlto,3,1.0,54.0,62.0,1.0
462314100,LasCondes,6,4.0,430.0,160.0,3.0
551645000,Providencia,6,3.0,225.0,372.0,3.0
60000000,SanBernardo,1,1.0,65.0,132.0,1.0
195000000,Renca,4,3.0,125.0,194.0,2.0
953812000,LasCondes,4,4.0,456.0,666.0,2.0
70000000,PuenteAlto,2,1.0,45.0,54.0,1.0
150000000,PuenteAlto,3,3.0,76.0,133.0,1.0
252689000,Macul,9,5.0,152.0,300.0,3.0
516055000,Colina,4,3.0,180.0,427.0,2.0
231335000,SanBernardo,3,3.0,97.0,250.0,3.0
451993000,Colina,3,3.0,153.0,420.0,2.0
871955000,Colina,5,4.0,381.0,1500.0,4.0
808711570,Providencia,5,5.0,365.0,544.0,7.0
295397000,Nunoa,2,2.0,102.0,103.0,2.0
110329000,ElBosque,3,1.0,80.0,150.0,1.0
387931000,Paine,3,4.0,248.0,11700.0,1.0
